id_execucao,id_cenario,grupo,patologia,n_holders,distribuicao,parametro_dist,n_candidatos,tamanho_comite,turnout,n_aprovacoes,n_blocos,frac_proxy,tam_cartel,orcamento_suborno,frac_exchange,frac_colludida,n_rodadas,vantagem_incumbencia,reinveste_recompensa,metrica,camada,media,ic95,n_runs,seed_base
20260703-001000,13,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.0,gini_recompensas,eleito,0.977114,0.00096,30,0
20260703-001000,13,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.0,gini_recompensas,produzido,0.977114,0.00096,30,0
20260703-001000,14,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.25,gini,stake,0.938742,0.003292,30,0
20260703-001000,14,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.25,gini,eleito,0.101786,0.013054,30,0
20260703-001000,14,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.25,gini,produzido,0.114221,0.012749,30,0
20260703-001000,14,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.25,gini_recompensas,stake,0.977801,0.00044,30,0
20260703-001000,14,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.25,gini_recompensas,eleito,0.977801,0.00044,30,0
20260703-001000,14,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.25,gini_recompensas,produzido,0.977801,0.00044,30,0
20260703-001000,15,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.5,gini,stake,0.96798,0.000846,30,0
20260703-001000,15,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.5,gini,eleito,0.044997,0.008121,30,0
20260703-001000,15,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.5,gini,produzido,0.064502,0.008027,30,0
20260703-001000,15,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.5,gini_recompensas,stake,0.976623,0.000404,30,0
20260703-001000,15,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.5,gini_recompensas,eleito,0.976623,0.000404,30,0
20260703-001000,15,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.5,gini_recompensas,produzido,0.976623,0.000404,30,0
20260703-001000,16,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,20,0.0,0.0,gini,stake,0.690632,0.02227,30,0
20260703-001000,16,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,20,0.0,0.0,gini,eleito,0.29813,0.022676,30,0
20260703-001000,16,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,20,0.0,0.0,gini,produzido,0.301157,0.022851,30,0
20260703-001000,16,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,20,0.0,0.0,gini_recompensas,stake,0.976271,0.001259,30,0
20260703-001000,16,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,20,0.0,0.0,gini_recompensas,eleito,0.976271,0.001259,30,0
20260703-001000,16,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,20,0.0,0.0,gini_recompensas,produzido,0.976271,0.001259,30,0
20260703-001000,17,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,20,0.0,0.25,gini,stake,0.970737,0.000555,30,0
20260703-001000,17,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,20,0.0,0.25,gini,eleito,0.040342,0.009129,30,0
20260703-001000,17,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,20,0.0,0.25,gini,produzido,0.061879,0.00851,30,0
20260703-001000,17,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,20,0.0,0.25,gini_recompensas,stake,0.97622,0.000347,30,0
20260703-001000,17,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,20,0.0,0.25,gini_recompensas,eleito,0.97622,0.000347,30,0
20260703-001000,17,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,20,0.0,0.25,gini_recompensas,produzido,0.97622,0.000347,30,0
20260703-001000,18,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,20,0.0,0.5,gini,stake,0.973554,0.000133,30,0
20260703-001000,18,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,20,0.0,0.5,gini,eleito,0.008811,0.003771,30,0
20260703-001000,18,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,20,0.0,0.5,gini,produzido,0.035997,0.003184,30,0
20260703-001000,18,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,20,0.0,0.5,gini_recompensas,stake,0.975091,0.000261,30,0
20260703-001000,18,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,20,0.0,0.5,gini_recompensas,eleito,0.975091,0.000261,30,0
20260703-001000,18,G10,concentracao_de_recompensas,1000,pareto,1.1,100,27,1.0,30,10000,0.0,0,0.0,0.0,0.0,20,0.0,0.5,gini_recompensas,produzido,0.975091,0.000261,30,0
20260703-001000,19,G10,concentracao_de_recompensas,1000,pareto,1.1,100,101,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.0,gini,stake,0.690632,0.02227,30,0
20260703-001000,19,G10,concentracao_de_recompensas,1000,pareto,1.1,100,101,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.0,gini,eleito,0.518372,0.028704,30,0
20260703-001000,19,G10,concentracao_de_recompensas,1000,pareto,1.1,100,101,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.0,gini,produzido,0.523048,0.028674,30,0
20260703-001000,19,G10,concentracao_de_recompensas,1000,pareto,1.1,100,101,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.0,gini_recompensas,stake,0.949372,0.002457,30,0
20260703-001000,19,G10,concentracao_de_recompensas,1000,pareto,1.1,100,101,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.0,gini_recompensas,eleito,0.949372,0.002457,30,0
