n_holders,parametro_dist,n_rodadas,reinveste_recompensa,rodada,gini
200,1.1,5,0.0,4,0.7180664524776652
200,1.1,5,0.0,5,0.7180664524776652
200,1.1,5,0.0,1,0.6013606494507995
200,1.1,5,0.0,2,0.6013606494507995
200,1.1,5,0.0,3,0.6013606494507995
200,1.1,5,0.0,4,0.6013606494507995
200,1.1,5,0.0,5,0.6013606494507995
200,1.1,5,0.25,1,0.6456072503093346
200,1.1,5,0.25,2,0.6990696794414168
200,1.1,5,0.25,3,0.7421595266675225
200,1.1,5,0.25,4,0.7753108278202505
200,1.1,5,0.25,5,0.8009959192171949
200,1.1,5,0.25,1,0.8760800401916735
200,1.1,5,0.25,2,0.8887771968325575
200,1.1,5,0.25,3,0.898145462077478
200,1.1,5,0.25,4,0.9032742922833048
200,1.1,5,0.25,5,0.908237411220101
200,1.1,5,0.25,1,0.6217035175719339
200,1.1,5,0.25,2,0.6806810612316168
200,1.1,5,0.25,3,0.7276376781092482
200,1.1,5,0.25,4,0.7641627419246488
200,1.1,5,0.25,5,0.792635983937747
200,1.1,5,0.25,1,0.5916551449410119
200,1.1,5,0.25,2,0.6563503260602839
200,1.1,5,0.25,3,0.7074274726194332
200,1.1,5,0.25,4,0.7475673639908389
200,1.1,5,0.25,5,0.778500726395629
200,1.1,5,0.25,1,0.7338121095498895
200,1.1,5,0.25,2,0.7688347616615858
200,1.1,5,0.25,3,0.7978980198807613
200,1.1,5,0.25,4,0.8208206749691276
200,1.1,5,0.25,5,0.8388379302489617
200,1.1,5,0.25,1,0.5463180851092801
200,1.1,5,0.25,2,0.6182662288187031
200,1.1,5,0.25,3,0.6780982962851534
200,1.1,5,0.25,4,0.7250630222580645
200,1.1,5,0.25,5,0.7620841891739827
200,1.1,5,0.25,1,0.5742244880318341
200,1.1,5,0.25,2,0.6422216877450946
200,1.1,5,0.25,3,0.6973746969571311
200,1.1,5,0.25,4,0.7408382084186096
200,1.1,5,0.25,5,0.7754526643250268
200,1.1,5,0.25,1,0.6878453038920176
200,1.1,5,0.25,2,0.7315649643645183
200,1.1,5,0.25,3,0.7691180794535686
200,1.1,5,0.25,4,0.7984260675024633
200,1.1,5,0.25,5,0.8213817893912294
200,1.1,5,0.25,1,0.7162268533124754
200,1.1,5,0.25,2,0.7577628327673023
200,1.1,5,0.25,3,0.7885199517097912
200,1.1,5,0.25,4,0.8138724511283193
200,1.1,5,0.25,5,0.8343673845085096
200,1.1,5,0.25,1,0.7889137063745129
200,1.1,5,0.25,2,0.813726827302409
200,1.1,5,0.25,3,0.8320138169206321
200,1.1,5,0.25,4,0.8474400841709384
200,1.1,5,0.25,5,0.8609318322032875
200,1.1,5,0.25,1,0.5111348497773902
200,1.1,5,0.25,2,0.5916544547506906
200,1.1,5,0.25,3,0.6556302633492495
200,1.1,5,0.25,4,0.7068057674009036
200,1.1,5,0.25,5,0.7462961307178979
200,1.1,5,0.25,1,0.6000629179295256
200,1.1,5,0.25,2,0.6624302686668775
